问题,来源,重写查询,重写三元组,重写问答对,重写文本段落
"""在合格性考试或等级性考试中，若考场未设置钟表，考生是否被允许自行携带手表入场？""",671,,,,
"""考试能带手表吗？""",671,,,,
"""如果参加的是合格性考试或等级性考试，但考场内没有钟表提供时间参考，这种情况下考生是否可以携带自己的手表进入考场？比如机械表或电子表是否允许？""",671,,,,
"""哎，考试的时候能带自己的手表进去吗？考场里没钟的话咋看时间啊？""",671,,,,
合格性考试或等级性考试中，考生携带其他物品进入考场后是否必须主动向监考老师申报并接受检查？,672,,,,
考试时带其他物品要告知老师吗？,672,,,,
在参加合格性考试或等级性考试时，如果考生随身携带了非考试必需物品（如电子设备、学习资料等），是否需要在入场后立即向监考老师说明情况并配合检查？是否有特殊例外情况？,672,,,,
"""哎，考试的时候要是带了别的东西，得跟监考老师说一声吗？比如手机什么的？""",672,,,,
针对存在低血糖、听力障碍或腿脚不便等情况的考生，应如何申请考试绿色通道？,673,,,,
有健康问题的考生如何申请绿色通道？,673,,,,
若考生因低血糖、听力障碍或行动不便需在考试期间使用辅助设备（如血糖仪、助听器、轮椅等），不同身份（在校生/往届生/社会生）的申请人应分别通过哪些渠道提交绿色通道申请？具体流程和材料要求是什么？,673,,,,
哎，要是有考生低血糖或者耳朵听不清，走路也不方便，这种该怎么走绿色通道啊？直接找学校还是哪儿申请？,673,,,,
请问上海市1月普通高中学业水平合格性考试成绩的具体公布时间是何时？,674,,,,
1月合格考成绩何时公布？,674,,,,
上海市今年1月举行的普通高中学业水平合格性考试成绩预计何时公布？考生应通过哪些官方渠道查询具体的发布时间？,674,,,,
上海一月份那个合格考的成绩到底啥时候能查啊？去哪儿看通知？,674,,,,
请问上海市6月普通高中学业水平合格性考试成绩的具体发布时间是什么时候？,675,,,,
6月合格考成绩哪天公布？,675,,,,
今年6月份举行的上海市普通高中学业水平合格性考试已经结束，考生何时能查询到成绩？成绩发布的具体通知会在哪个官方平台公布？,675,,,,
哎对了，你知道6月考的那个合格考成绩啥时候能查吗？上海这边有消息了吗？,675,,,,
请问上海市5月份举行的普通高中学业水平等级性考试成绩将于何时公布？,676,,,,
5月等级考成绩何时公布？,676,,,,
今年5月上海市普通高中学业水平等级性考试已结束，考生应如何查询成绩？具体的成绩发布时间和官方发布渠道是什么？,676,,,,
五月份那个等级考的成绩啥时候能查啊？,676,,,,
2023年上海市中职学业水平考试的报名条件有哪些？具体哪些学生必须参加考试？,677,,,,
哪些中职生须报2023学业考？,677,,,,
关于2023年上海市中等职业学校学业水平考试，请问哪些在籍学生需要报名参加？具体考试科目有哪些？是否有免试政策？休学生能否报名？,677,,,,
哎，你知道明年中职那个学业考吗？我同学说二年级的都要报名，是真的吗？有没有不用考的情况啊？,677,,,,
"""请问中职校学业水平考试的具体报名流程是怎样的？""",678,,,,
"""中职学业考试如何报名？""",678,,,,
"""中职校学业水平考试的报名方式是什么？是否需要通过学校统一办理？个人需要单独提交材料吗？""",678,,,,
"""中职那个学业考试咋报名啊？是学校帮忙弄的吗？""",678,,,,
2023年中职校学业水平考试的考试科目有哪些？具体考试日期和时间是如何安排的？,679,,,,
2023年中职学业考科目和考试时间？,679,,,,
2023年中职校学业水平考试包含哪些科目？各科目的考试形式（如笔试、机考）和具体考试时长是多少？能否详细说明英语口语测试与信息技术机考的场次安排？考试分别在12月哪些日期进行？,679,,,,
明年中职的学业水平考试都考哪几门啊？英语口语和信息技术考试是不是分开考的？具体哪天考语文数学这些科目？,679,,,,
"""2023年中职校学业水平考试的英语口试具体安排在什么日期和时间？""",680,,,,
"""中职校英语口试时间2023？""",680,,,,
"""请问2023年的中职校学业水平考试中，英语科目的口试部分的具体考试日期是几月几日？当天的考试时间段是如何安排的，每场考试持续多久？""",680,,,,
"""哎，你知道今年中职的那个英语口试什么时候考吗？具体是几点开始啊？每场要多久？""",680,,,,
"""2023年中等职业学校学业水平考试语文科目的具体考试时间是什么时候？""",681,,,,
"""2023中职学业水平考试语文考试时间？""",681,,,,
"""请问2023年度中等职业学校学业水平考试中，语文科目的考试日期和具体时间安排是怎样的？是否已经确定？""",681,,,,
"""哎，你知道明年中职那个学业水平考的语文考试定在什么时候吗？是几号呀？""",681,,,,
"""请问2023年中等职业学校学业水平考试数学科目的具体考试时间安排是怎样的？""",682,,,,
"""2023年中职校数学考试时间？""",682,,,,
"""2023年度中等职业学校学业水平考试中，数学科目的考试日期和具体时间是如何安排的？是否包含起止时刻？""",682,,,,
"""哎，你知道明年中职的那个数学水平考试具体是哪天几点考吗？我记不清了。""",682,,,,
2023年中等职业学校学业水平考试英语科目（包含听力部分）的具体考试时间是如何安排的？,683,,,,
中职英语考试时间2023？,683,,,,
请问2023年度中等职业学校学业水平考试中的英语科目（含听力部分）具体定于哪一天的什么时间段进行？,683,,,,
哎，今年中职的那个英语考试，带听力的，到底是几号考啊？几点开始到几点结束？,683,,,,
2023年中等职业学校学业水平考试的信息技术科目具体考试时间是如何安排的？,684,,,,
2023年中职信息技术考试时间？,684,,,,
2023年中等职业学校学业水平考试中，信息技术科目的考试日期和具体时段是什么？每场考试持续多久？,684,,,,
哎，今年中职的信息技术考试是几号考啊？周日还是周六？下午几点开始？,684,,,,
请问准考证的具体下载时间如何确定？,685,,,,
准考证何时下载？,685,,,,
考生应如何查询准考证的下载时间？是否需要通过学校官方通知或直接联系老师确认？,685,,,,
哎，准考证下载时间到底咋查啊？是不是得先问问老师？,685,,,,
考生在进入考场时是否被允许携带计算器？,686,,,,
考场能带计算器吗？,686,,,,
根据考试相关规定，考生参加考试时是否可以携带计算器？具体规则是否有明确限制或例外情况？,686,,,,
“考试能带计算器不？是不是全看考场规则啊？”,686,,,,
考生迟到后最晚何时能进入考场？各科目具体时间限制是什么？,687,,,,
迟到考生入场截止时间？,687,,,,
不同考试科目对迟到考生的入场时间有怎样的规定？例如语文、数学、英语和信息技术科目的最晚允许入场时间分别是何时？,687,,,,
考试要是迟到了，最晚几点还能进考场啊？不同科目要求一样吗？,687,,,,
中等职业学校学业水平考试成绩的查询时间是如何安排的？,688,,,,
中职学业考成绩何时查？,688,,,,
上海市中等职业学校学业水平考试结束后，考生应何时通过何种方式查询语文、数学、英语及信息技术四科的成绩？需准备哪些个人信息进行登录？,688,,,,
哎，中职考试的成绩啥时候能查啊？是不是得去那个“上海招考热线”网站输准考证号啥的？,688,,,,
如何申请成绩复核？具体的流程和注意事项有哪些？,689,,,,
成绩复核怎么申请？,689,,,,
如果对考试成绩有异议，应如何申请复核？是否有时间限制？复核的具体内容和结果查询方式是什么？,689,,,,
成绩出来觉得不对，该去哪儿申请复核啊？步骤麻烦吗？,689,,,,
2023年专升本考试的报考条件是什么？,690,,,,
哪些人可以报考2023专升本？,690,,,,
2023年专升本考试的报考对象包括哪些群体？比如应届毕业生、基层服务人员以及退役士兵的具体要求是什么？,690,,,,
哎，我想知道明年专升本考试谁有资格报名啊？是应届生还是也包括其他人？,690,,,,
2023年报考上海市专升本需要满足哪些具体条件，包括外语、计算机证书要求及特殊人群政策？,691,,,,
专升本报考条件有哪些？,691,,,,
2023年上海市专升本招生的报考条件是什么？是否必须通过英语四级和计算机考试？退役士兵和世界技能大赛获奖者是否有特殊规定？,691,,,,
今年想考上海的专升本，英语四级和计算机证书必须要有吗？退伍兵或者拿过技能大赛奖的话能放宽条件不？,691,,,,
