问题,来源,考试类型
2024年思想政治合格性考试的具体日期和开考时间是什么？,643,['高考学考_高中学业水平考试']
高中学业水平合格考的政治科目在2024年哪一天举行？,643,['高考学考_高中学业水平考试']
2024年1月13日上午9点开始的考试是哪一科目的合格性考试？,643,['高考学考_高中学业水平考试']
2024年物理合格性考试的具体日期和开考时间是什么？,644,['高考学考_高中学业水平考试']
高中学业水平合格性考试中，物理科目安排在2024年哪一天的几点？,644,['高考学考_高中学业水平考试']
2024年1月13日的高中物理考试是几点开始的？,644,['高考学考_高中学业水平考试']
2024年高中学业水平合格性考试的历史科目考试日期是哪天？,645,['高考学考_高中学业水平考试']
历史合格性考试的具体开考时间是几点？,645,['高考学考_高中学业水平考试']
2024年的历史考试安排在星期几进行？,645,['高考学考_高中学业水平考试']
2024年高中学考的地理科目考试具体安排在几月几日？,646,['高考学考_高中学业水平考试']
地理合格性考试在2024年的开考日期和具体时间是什么时候？,646,['高考学考_高中学业水平考试']
2024年1月14日的高中学业水平考试中，地理科目几点开始考试？,646,['高考学考_高中学业水平考试']
2024年高中生物合格考的考试日期是哪一天？,647,['高考学考_高中学业水平考试']
生物学合格性考试在2024年何时开考？,647,['高考学考_高中学业水平考试']
2024年1月的生物学学业水平考试具体安排在什么时间？,647,['高考学考_高中学业水平考试']
2024年高中学业水平合格性考试的物理、化学、生物实验操作测试的具体日期安排是什么？,648,['高考学考_高中学业水平考试']
2024年高中合格性考试中，理化生技能操作部分的测试时间是从哪一天到哪一天？,648,['高考学考_高中学业水平考试']
2024年学业水平考试的物理、化学和生物学实验技能考核在何时进行？,648,['高考学考_高中学业水平考试']
2024年高中化学合格性考试的具体日期和开始时间是什么时候？,649,['高考学考_高中学业水平考试']
化学科目的学业水平合格性考试在2024年哪一天的上午举行？,649,['高考学考_高中学业水平考试']
2024年6月28日有哪些考试安排？请提供化学科目的具体时间。,649,"['高考学考_秋考', '中考中招_中考中招']"
2024年高中学业水平合格性考试中，思想政治科目的具体考试时间安排是什么？,650,['高考学考_高中学业水平考试']
今年高二学生参加的思想政治合格性考试是哪一天的几点开始和结束？,650,['高考学考_高中学业水平考试']
2024年的思想政治合格考日期和具体时间段是什么？,650,['高考学考_高中学业水平考试']
2024年高中学业水平合格性考试的物理科目具体安排在几月几日？,651,['高考学考_高中学业水平考试']
物理合格性考试在2024年的开始和结束时间分别是几点？,651,['高考学考_高中学业水平考试']
2024年6月28日的物理合格考是星期几？,651,['高考学考_高中学业水平考试']
2024年高中学业水平合格性考试的历史科目具体安排在几月几日？,652,['高考学考_高中学业水平考试']
历史合格考在2024年6月29日的哪个时间段进行？,652,['高考学考_高中学业水平考试']
今年高中学业水平考试的历史科目是星期几开考？,652,['高考学考_高中学业水平考试']
2024年地理合格考的具体考试日期和时间段是什么？,653,['高考学考_高中学业水平考试']
高中学业水平地理科目的考试安排在2024年哪一天的几点进行？,653,['高考学考_高中学业水平考试']
6月29日（星期六）下午的合格性考试中，地理科目的开考时间是几点到几点？,653,['高考学考_高中学业水平考试']
2024年高中生物学合格性考试的具体日期是哪一天？,654,['高考学考_高中学业水平考试']
生物学合格考安排在星期六的什么时间段进行？,654,['高考学考_高中学业水平考试']
2024年高中学业水平考试中，生物学科目的开考时间是从几点到几点？,654,['高考学考_高中学业水平考试']
2024年高中学业水平合格性考试的信息技术科目何时举行？,655,['高考学考_高中学业水平考试']
信息技术合格性考试在2024年6月30日的几点开始？,655,['高考学考_高中学业水平考试']
2024年的高中信息技术学业水平考试具体安排在几月几日，星期几？,655,['高考学考_高中学业水平考试']
2024年等级性考试各科目的具体考试时间安排是怎样的？,656,['高考学考_高中学业水平考试']
能否列出2024年5月5日和5月6日的等级考科目及其对应时间？,656,['高考学考_高中学业水平考试']
2024年的物理、化学、思想政治等等级考分别安排在什么时候？,656,['高考学考_高中学业水平考试']
2024年化学等级考的具体日期和考试时段是什么？,657,['高考学考_高中学业水平考试']
请问高中学业水平考试中，化学科目安排在5月5日的几点到几点进行？,657,['高考学考_高中学业水平考试']
2024年化学考试的等级考时间是哪一天的上午？,657,['高考学考_高中学业水平考试']
2024年思想政治等级考的具体日期和考试时间段是几点到几点？,658,['高考学考_高中学业水平考试']
上海学业考的政治科目在2024年何时进行？,658,['高考学考_高中学业水平考试']
2024年高中等级考中，思想政治学科安排在几月几日星期几考试？,658,['高考学考_高中学业水平考试']
2024年物理等级考的具体日期和时间段是什么时候？,659,['高考学考_高中学业水平考试']
2024年5月5日的物理等级考安排在什么时间进行？,659,['高考学考_高中学业水平考试']
2024年高中物理等级考试是在哪一天的哪个时段？,659,['高考学考_高中学业水平考试']
2024年高中学业水平考试的历史科目等级考具体日期是什么时候？,660,['高考学考_高中学业水平考试']
历史等级考在2024年5月6日的考试时间段是几点到几点？,660,['高考学考_高中学业水平考试']
2024年5月的高中学考历史科目等级考安排在星期几进行？,660,['高考学考_高中学业水平考试']
2024年地理等级考的具体日期和时段是什么？,661,['高考学考_高中学业水平考试']
高中学业水平考试的地理科目在2024年5月6日何时进行？,661,['高考学考_高中学业水平考试']
等级考的地理考试在2024年哪天几点开始和结束？,661,['高考学考_高中学业水平考试']
2024年生物学等级考的具体日期是哪天？,662,['高考学考_高中学业水平考试']
生物学科目的高中学业水平等级考安排在星期几？,662,['高考学考_高中学业水平考试']
2024年高中学业水平考试中，生物学考试的考试时段是几点到几点？,662,['高考学考_高中学业水平考试']
准考证应该从哪里获取？,663,[]
非在校考生如何领取准考证？,663,"['研考成考_成人高考', '自学考试_自学考试']"
不同考生类型的准考证发放渠道是什么？,663,[]
如何获取上海市普通高中学业水平考试的考场规则和注意事项？,664,['高考学考_高中学业水平考试']
在哪里可以查询高中学业水平考试信息技术科目的考场规则和作答要求？,664,['高考学考_高中学业水平考试']
上海招考热线网站上哪些附件包含了学业水平考试的考场规则和答题要求？,664,"['高考学考_高中学业水平考试', '高考学考_中职校学业水平考试']"
